BorrowerID,LoanDate,LoanAmount,InterestRate,LoanTermMonths,CreditScore,AnnualIncome,DebtToIncomeRatio,EmploymentLengthYears,HomeOwnership,Purpose,MonthlyPayment,OpenAccounts,TotalAccounts,MonthsSinceLastDelinquency,RevolvingUtilization,HasBankruptcies,HasTaxLiens,State,Age,EducationLevel,MaritalStatus,NumberOfDependents,TimeAtCurrentAddressMonths,Defaulted
342,2020-10-06,36196,0.06841905064658048,48,785,189564,0.21284733719521512,19,Own,Home Improvement,1221,14,11,16.0,0.44140439987647473,0,0,CA,51,Associate's,Divorced,4,226,1
343,2023-10-04,46113,0.16067580322534147,24,652,177483,0.11046601474603676,2,Rent,Debt Consolidation,627,6,19,29.0,0.2926499645385542,0,0,NC,65,PhD,Divorced,1,201,0
344,2021-05-11,41194,0.17832638176547091,48,724,130724,0.4020578124904748,8,Mortgage,Debt Consolidation,1015,4,9,30.0,0.5885518145706807,0,0,FL,69,Master's,Widowed,0,162,0
345,2020-10-28,9533,0.19075846219810155,48,626,171606,0.43535153707294694,14,Mortgage,Business,765,13,10,34.0,0.13697450097106467,0,0,FL,67,Associate's,Widowed,0,10,0
346,2020-06-29,33581,0.12465196289255179,36,692,180253,0.4012629450626267,12,Mortgage,Home Improvement,1651,2,20,44.0,0.5615490728028784,0,0,FL,22,PhD,Single,3,123,0
347,2021-08-29,6249,0.16273199420575246,60,614,123069,0.13566149470640718,9,Mortgage,Home Improvement,809,11,14,7.0,0.05611147851974019,0,0,NY,48,High School,Widowed,3,236,0
348,2023-01-27,20201,0.14013729498778263,36,761,39996,0.13461506287281585,19,Rent,Business,1743,4,26,47.0,0.6068886817472076,0,0,FL,30,Master's,Divorced,4,194,0
349,2021-11-30,10686,0.1844112077504507,36,517,125682,0.20519327724706202,12,Mortgage,Business,634,7,7,55.0,0.5301638439014289,0,0,NY,28,Associate's,Widowed,3,111,0
350,2022-09-19,47877,0.16671139346496372,48,509,103609,0.24514725784945732,16,Rent,Other,653,1,23,29.0,0.5207659821389716,0,0,GA,26,Master's,Divorced,0,25,0
351,2023-02-13,33007,0.155151243911827,36,591,180477,0.49327182795502367,6,Own,Other,1672,14,8,38.0,0.6841643870577806,0,0,OH,51,Associate's,Married,0,3,0
352,2020-07-09,1661,0.09990487336764974,60,638,121490,0.17969513287446057,5,Own,Business,427,9,29,20.0,0.04445661442668469,0,0,MI,63,Master's,Married,1,162,0
353,2020-09-09,45843,0.05040370354964679,36,832,91325,0.12204610819876607,12,Own,Credit Card Refinancing,1001,3,22,14.0,0.4597314646302961,0,0,NY,48,High School,Divorced,3,71,0
354,2022-09-07,31137,0.08481633506228586,60,839,48930,0.2969937538565276,16,Mortgage,Other,1288,13,7,55.0,0.44403866304037454,0,0,NY,31,PhD,Married,2,28,0
355,2022-07-16,48556,0.07341320828483373,36,551,134426,0.3081960850709602,14,Mortgage,Business,1239,13,12,33.0,0.4597824418424993,0,0,NY,46,Bachelor's,Single,3,137,0
356,2023-03-30,43828,0.13981694900218936,60,694,37529,0.32545366909447715,3,Mortgage,Home Improvement,249,4,18,55.0,0.9798909710653433,0,0,CA,39,Bachelor's,Divorced,0,11,0
357,2023-07-03,49604,0.17245163015236895,36,705,73546,0.5134517720134842,14,Own,Other,1641,12,20,59.0,0.13927847314426034,0,0,PA,28,Bachelor's,Divorced,1,93,0
358,2023-09-08,11526,0.09261700173696163,36,786,27942,0.14900270743547087,13,Own,Credit Card Refinancing,1155,5,29,26.0,0.6904297570595925,0,0,PA,52,Associate's,Widowed,3,118,0
359,2020-05-07,4374,0.23781141919343743,24,592,27548,0.4519710412109811,10,Own,Debt Consolidation,756,12,26,1.0,0.40199613737855644,0,0,CA,53,PhD,Single,1,124,0
360,2020-01-18,26592,0.05133642584477756,60,808,135248,0.26897278552264536,3,Own,Home Improvement,905,13,13,9.0,0.5117265243245136,0,0,CA,66,Associate's,Widowed,3,208,0
361,2021-07-19,29982,0.20446020303306858,60,644,169368,0.25499006821773496,2,Rent,Credit Card Refinancing,392,3,22,4.0,0.7623939058561962,0,0,PA,32,Associate's,Single,4,167,0
362,2021-07-23,1207,0.17504095390608845,60,585,117780,0.56627156304299,1,Rent,Credit Card Refinancing,1018,4,22,26.0,0.15737544257348102,0,0,PA,31,Associate's,Single,0,93,0
363,2023-09-08,36433,0.12471096020953638,12,652,20296,0.22423426220837103,19,Mortgage,Credit Card Refinancing,788,5,25,3.0,0.7635852126364923,0,1,FL,43,Associate's,Single,0,141,0
364,2021-11-16,24197,0.06009778888248159,36,501,87945,0.42126591766968313,9,Mortgage,Home Improvement,1056,12,28,46.0,0.0703307826844396,0,0,TX,52,PhD,Divorced,2,99,0
365,2021-09-17,34400,0.1754973143568559,60,841,79980,0.23756387868804604,12,Own,Credit Card Refinancing,1300,1,28,12.0,0.483309511209833,0,0,NC,62,Bachelor's,Married,0,11,1
366,2023-08-04,4083,0.1271227025731296,12,759,76782,0.35357194132019254,19,Rent,Debt Consolidation,1184,14,14,16.0,0.7420708576995805,0,0,PA,68,Master's,Married,2,35,1
367,2022-05-03,30328,0.23725342788264384,24,663,185301,0.493146446298139,17,Rent,Other,1712,9,19,20.0,0.19255145535469942,0,0,CA,35,Associate's,Widowed,0,239,0
368,2022-08-19,47479,0.1583980149779532,60,505,116382,0.5408612617581303,15,Mortgage,Home Improvement,515,10,8,22.0,0.7709156460354234,0,0,TX,24,PhD,Widowed,3,8,0
369,2020-06-03,43891,0.23793030225870165,60,648,73444,0.5193486201475251,10,Rent,Credit Card Refinancing,1506,13,26,32.0,0.16681250692574323,0,0,CA,45,High School,Married,3,7,0
370,2021-05-04,21103,0.09409673869466083,12,704,55036,0.3910903680723199,9,Mortgage,Business,697,10,24,49.0,0.7992387569371213,0,0,TX,35,Master's,Married,4,69,0
371,2023-11-10,40891,0.19514518207282067,36,617,59322,0.22440815766911107,8,Own,Other,1826,13,29,59.0,0.4689355729418375,0,0,NY,37,Associate's,Single,3,70,0
372,2022-02-23,11754,0.17344980416974515,24,588,178239,0.43061669163093286,11,Own,Home Improvement,106,14,6,14.0,0.6846383318631067,0,0,IL,49,Associate's,Widowed,1,185,0
373,2023-02-01,35447,0.19788164596626237,60,653,71667,0.45495252288980403,18,Mortgage,Business,1017,4,17,13.0,0.9174064583691884,0,0,TX,56,Master's,Widowed,3,115,0
374,2023-11-17,16901,0.09293357279450737,36,666,114527,0.10534599505675071,0,Own,Business,184,13,23,8.0,0.40842152361373374,1,0,OH,61,Master's,Widowed,2,124,0
375,2020-09-02,34004,0.18299890324755475,24,660,103337,0.3196052554659373,17,Own,Credit Card Refinancing,873,9,5,43.0,0.23295752682277282,0,0,GA,23,Associate's,Widowed,4,163,0
376,2023-04-14,8446,0.1496080786113738,48,769,71468,0.5216310214108821,13,Rent,Home Improvement,1056,4,29,36.0,0.8671640966176769,0,0,OH,55,PhD,Married,1,222,0
377,2022-11-28,38211,0.19856499498126326,48,555,92894,0.34479379812152366,0,Rent,Credit Card Refinancing,1521,14,24,29.0,0.16161664810477816,0,0,NY,39,High School,Married,1,11,0
378,2022-01-28,49231,0.11540892883036356,24,727,83138,0.2556877210816606,16,Rent,Debt Consolidation,1894,1,2,28.0,0.6314760518374166,0,0,MI,28,PhD,Divorced,0,166,0
379,2021-06-21,30301,0.2280114050930505,12,836,42588,0.5358988855123313,10,Rent,Business,1516,12,5,22.0,0.9232532880406146,1,0,MI,59,Bachelor's,Divorced,2,91,0
380,2022-07-09,27116,0.06686026292227008,24,648,82901,0.17794034876490286,19,Rent,Debt Consolidation,1170,5,4,33.0,0.6743967115353057,0,0,OH,63,Bachelor's,Married,3,85,0
381,2021-02-11,42323,0.21143786375823762,24,545,168743,0.2032226162081002,14,Mortgage,Credit Card Refinancing,1464,13,5,54.0,0.19568108545001528,0,0,MI,28,Bachelor's,Single,3,206,0
382,2021-06-08,19752,0.22226392516301818,12,643,103038,0.44368618346806665,3,Mortgage,Other,1621,9,2,54.0,0.15228395176323295,0,0,TX,25,Associate's,Married,0,49,0
383,2022-04-07,33376,0.21345046227336426,12,737,182717,0.27621797076328747,14,Rent,Business,705,3,13,6.0,0.25230553110059106,0,0,OH,64,High School,Single,3,35,0
384,2022-06-21,17669,0.15254527885235522,36,771,158709,0.45650841786688945,13,Own,Other,1601,5,14,52.0,0.3914068328565784,0,0,CA,37,High School,Widowed,1,157,0
385,2020-02-05,33916,0.13767699600615227,36,619,151732,0.17885181062974595,0,Own,Home Improvement,525,3,3,8.0,0.1591590318499031,0,0,NY,27,Associate's,Divorced,3,88,0
386,2021-11-15,14395,0.24925245730497536,12,839,127211,0.22613454480042297,8,Mortgage,Business,525,12,29,49.0,0.7978140664413176,0,0,MI,41,Associate's,Single,3,228,1
387,2020-01-20,21421,0.09583439024283243,48,719,26922,0.17832368918181676,6,Mortgage,Debt Consolidation,835,3,28,3.0,0.3570353426088887,0,0,CA,52,Associate's,Widowed,1,169,0
388,2020-11-16,27342,0.15937519317520893,48,507,113697,0.5764551567817549,10,Mortgage,Other,890,1,10,1.0,0.9360867359127264,0,0,NC,40,High School,Married,2,109,0
389,2021-05-26,5895,0.18413510507646513,24,843,195793,0.30270198042546204,1,Own,Home Improvement,614,2,8,55.0,0.842490864035324,0,0,NY,43,Associate's,Divorced,2,224,0
390,2021-02-03,12023,0.19017352717228642,60,774,137217,0.268609954955113,1,Mortgage,Business,1252,2,14,59.0,0.9088182628016865,0,0,NY,42,Master's,Married,1,134,0
391,2021-10-15,11699,0.09080493314771575,24,565,89506,0.10710107808538236,5,Own,Home Improvement,1958,9,23,26.0,0.29449271500354,0,0,PA,39,Master's,Widowed,1,10,1
392,2022-08-29,10715,0.18079881846796025,24,578,144338,0.1767087897054437,18,Mortgage,Debt Consolidation,1372,7,3,32.0,0.5737315438221902,0,0,OH,53,Master's,Widowed,4,84,0
393,2021-04-15,20169,0.21367391329626748,60,585,47843,0.3105679281212498,19,Own,Business,840,8,2,31.0,0.32144951804235744,0,0,NY,68,Associate's,Married,4,212,0
394,2023-03-12,17163,0.06000371536422244,12,623,160118,0.13425139628594704,13,Mortgage,Home Improvement,1962,2,19,56.0,0.25694851158084764,0,0,FL,55,Master's,Widowed,3,218,0
395,2023-01-20,6782,0.23230425866506332,48,701,123064,0.3553696647531085,2,Mortgage,Credit Card Refinancing,230,9,8,43.0,0.6070867812025507,0,0,TX,48,Associate's,Widowed,3,85,0
396,2023-10-09,23641,0.05590081102904119,24,649,146417,0.3275077192322239,6,Own,Business,1863,13,19,44.0,0.817995380599782,0,0,IL,59,Master's,Single,4,237,0
397,2022-04-13,19792,0.12119420649767887,60,545,136585,0.483584070172176,6,Mortgage,Business,1812,3,20,45.0,0.09359780612665425,0,0,NC,65,Associate's,Married,3,151,1
398,2021-12-27,36585,0.05316263924659242,36,612,50346,0.42990135070015834,3,Rent,Business,422,10,9,36.0,0.2757687613660714,0,0,NY,51,PhD,Married,2,174,0
399,2022-05-03,31682,0.06542903370791638,24,590,143152,0.3229736526602869,4,Own,Business,922,13,24,26.0,0.20513418088612723,0,0,IL,54,Bachelor's,Divorced,2,140,0
400,2020-02-20,48864,0.23223365703601584,48,640,131769,0.21233035005253573,16,Mortgage,Credit Card Refinancing,642,2,13,27.0,0.7983501731560643,0,0,GA,48,PhD,Single,0,55,0
401,2021-07-28,19880,0.12097216614922957,12,788,122391,0.4634317830089032,3,Own,Debt Consolidation,165,12,12,2.0,0.9333720730922194,0,0,PA,44,Bachelor's,Single,4,141,0
402,2023-04-28,39067,0.13495430608501058,24,717,93143,0.45393105172710213,12,Mortgage,Credit Card Refinancing,817,1,28,59.0,0.07994271018335897,0,0,FL,64,Bachelor's,Widowed,2,74,0
403,2023-02-22,43685,0.09306887627651053,24,576,56787,0.1766480802576937,15,Rent,Credit Card Refinancing,1224,9,28,58.0,0.379213414707241,0,0,MI,40,Master's,Divorced,0,135,0
404,2020-05-29,19073,0.16941915403734398,60,833,53583,0.5573759157127014,15,Mortgage,Home Improvement,1955,8,10,35.0,0.9145090427186567,0,0,GA,52,Bachelor's,Divorced,1,229,0
405,2020-11-09,37035,0.16896064293555793,36,651,163635,0.1322025580075216,1,Mortgage,Other,130,13,29,48.0,0.34463822054629834,0,1,TX,25,Bachelor's,Single,2,140,1
406,2021-07-23,38174,0.12444007836504385,36,822,197132,0.1275188544463581,17,Rent,Other,984,12,5,50.0,0.7126614363137032,0,0,FL,40,PhD,Divorced,0,61,0
407,2023-09-27,25837,0.11660697436107968,12,738,141943,0.1936752088312135,0,Own,Home Improvement,290,11,8,42.0,0.10066638651934301,0,0,NC,59,Bachelor's,Single,3,153,0
408,2020-10-31,18826,0.22699286163611757,48,614,184762,0.5547303990243856,17,Mortgage,Credit Card Refinancing,1701,4,18,7.0,0.4443875316121423,0,0,IL,61,Associate's,Divorced,0,130,1
409,2021-11-12,25981,0.12665684792844029,12,818,131233,0.3599990620184609,7,Mortgage,Home Improvement,514,7,12,43.0,0.5033007755916284,0,0,PA,43,Associate's,Single,2,232,1
410,2022-04-17,11382,0.14870019843088164,24,593,34925,0.4939704603364501,10,Rent,Business,1938,12,28,49.0,0.7576640779850603,0,0,NY,30,Master's,Single,3,26,0
411,2022-12-13,5437,0.10666095248498614,24,547,103184,0.2139215940382503,14,Own,Home Improvement,846,14,3,49.0,0.2888246505798262,0,0,NC,52,PhD,Widowed,3,232,0
412,2022-09-29,6435,0.20735390067142548,36,690,171180,0.3451109873268704,15,Own,Home Improvement,1913,3,24,40.0,0.2641885725505271,0,0,GA,31,High School,Widowed,0,179,0
413,2021-03-19,25819,0.12948963137981834,48,511,96515,0.2791447318119411,16,Rent,Business,1837,3,19,36.0,0.3029676701958314,1,0,OH,31,PhD,Divorced,0,69,0
414,2021-09-04,37875,0.15272220930886493,60,655,156427,0.5139143035330963,16,Rent,Other,1623,4,23,52.0,0.5556965087937408,0,0,NC,51,High School,Widowed,2,62,0
415,2022-09-19,32982,0.10067143401193229,48,671,66069,0.11130221967961332,11,Mortgage,Business,1985,2,27,48.0,0.8760044134647508,1,0,IL,31,Bachelor's,Married,3,200,0
416,2020-09-20,34328,0.24753191846825037,24,795,120854,0.22192136498305268,9,Rent,Debt Consolidation,1860,14,13,44.0,0.8309413964613068,0,0,IL,57,High School,Married,4,234,0
417,2022-12-12,13329,0.10829914818474458,60,676,74471,0.1762871121511894,19,Rent,Home Improvement,1718,10,10,37.0,0.05794565641100191,0,0,NC,39,Bachelor's,Divorced,0,237,0
418,2022-09-30,26169,0.20414850618111036,48,840,52705,0.5295945193607847,5,Rent,Home Improvement,1169,4,12,55.0,0.8789551112920235,0,0,IL,65,PhD,Single,4,201,0
419,2020-01-05,22932,0.13549913007135184,48,556,194981,0.3337719248468829,7,Own,Other,1212,10,6,21.0,0.09510937421839183,0,0,NC,64,PhD,Widowed,4,167,0
420,2023-01-31,35594,0.09124348101682798,60,842,148501,0.3021100219466081,12,Rent,Credit Card Refinancing,1821,3,27,13.0,0.4153480693188697,0,0,CA,69,Master's,Divorced,3,212,0
421,2023-05-04,12421,0.20994375279297225,24,839,136361,0.32474138105053996,1,Mortgage,Business,474,8,8,14.0,0.7654044392542212,0,0,MI,40,Master's,Married,2,116,0
422,2022-02-12,46033,0.11672135780580864,48,702,107273,0.5859622753511676,18,Mortgage,Credit Card Refinancing,1824,11,2,54.0,0.08151103603394316,0,0,MI,64,Bachelor's,Single,4,115,0
423,2022-05-26,8629,0.22303866947956222,60,684,43241,0.5251336971679621,9,Mortgage,Debt Consolidation,1369,2,25,45.0,0.04039968027696683,0,0,GA,44,Bachelor's,Widowed,2,139,0
424,2022-09-18,9325,0.23305143698356462,24,620,178486,0.45318438592515375,3,Rent,Business,657,11,26,3.0,0.32999580361079417,0,0,TX,25,Associate's,Single,0,232,1
425,2022-06-02,29495,0.2219647670782552,60,725,70818,0.24523947961162731,11,Own,Debt Consolidation,1380,9,6,17.0,0.7299256078573148,1,1,GA,33,Associate's,Single,3,192,0
426,2023-10-05,32750,0.05700158296136113,60,701,171967,0.1825864997592239,17,Rent,Debt Consolidation,1475,3,7,,0.5217564375721148,0,0,IL,45,Associate's,Widowed,1,214,0
427,2020-02-16,30619,0.20747466900102113,48,829,112307,0.5607168145122267,6,Rent,Debt Consolidation,1696,4,14,11.0,0.41700187060968763,1,0,NY,34,PhD,Widowed,3,208,0
428,2022-05-16,41461,0.13226789329982877,24,715,86920,0.3115377613982414,19,Mortgage,Business,1228,13,12,53.0,0.8130733175157218,0,0,NC,25,High School,Married,1,234,0
429,2022-04-02,9264,0.22474458403644504,48,542,138642,0.2393778997343146,3,Rent,Business,1460,10,9,40.0,0.7667092621942446,0,0,FL,48,Bachelor's,Married,0,102,0
430,2022-07-24,13686,0.17759085253694776,12,522,85453,0.3354604132088177,6,Own,Other,1649,14,21,41.0,0.7860432097339646,0,0,OH,59,Master's,Single,2,42,0
431,2021-10-17,47484,0.21672862682879168,12,654,42689,0.558923711410176,9,Mortgage,Home Improvement,1424,10,3,52.0,0.45972682394920195,0,0,GA,60,Bachelor's,Single,0,10,0
432,2020-09-25,25226,0.14988635397336708,24,685,159324,0.29353365669564657,14,Own,Credit Card Refinancing,1200,3,16,59.0,0.019449242492031282,1,0,OH,29,High School,Married,3,217,0
433,2021-01-04,7721,0.1570051009197866,60,748,50844,0.3813204986240497,11,Own,Credit Card Refinancing,1634,3,11,49.0,0.17213697349153023,0,0,PA,47,Bachelor's,Married,1,123,0
434,2021-09-27,21609,0.07887752642673346,48,736,115687,0.5014831505542834,0,Own,Debt Consolidation,1353,8,9,16.0,0.7413004282766258,0,0,OH,55,Master's,Single,1,19,0
435,2023-02-03,8373,0.2067974717378711,48,792,43365,0.31356626552419564,19,Rent,Business,1802,8,3,18.0,0.753173471749625,0,0,FL,30,Master's,Divorced,3,4,0
436,2021-10-18,39675,0.13387792233339432,24,633,157098,0.21677090096318416,17,Rent,Business,677,13,22,35.0,0.9722986127013363,0,0,MI,31,High School,Divorced,3,211,0
437,2020-04-29,49895,0.15001602365431654,24,820,118303,0.5972628741915167,15,Rent,Debt Consolidation,131,13,16,47.0,0.19018652691019278,0,0,CA,22,Master's,Divorced,0,3,0
438,2022-04-10,29937,0.20701954281914153,12,521,48523,0.5782854287260798,4,Rent,Home Improvement,1731,6,7,6.0,0.12292678815264502,0,0,IL,69,PhD,Widowed,4,209,0
439,2022-12-17,6656,0.1697690800158878,36,587,161554,0.521739584562757,18,Mortgage,Credit Card Refinancing,157,4,6,8.0,0.13878963373601438,0,0,GA,29,Master's,Married,1,142,0
440,2023-10-01,9984,0.0902197454885335,24,652,132105,0.4441869396929613,3,Rent,Other,1227,1,23,7.0,0.18478811507414028,0,0,MI,31,High School,Divorced,3,10,0
441,2022-01-10,30984,0.16804653183017856,36,624,68888,0.2474328140348485,5,Mortgage,Home Improvement,411,4,23,24.0,0.5284683395078745,0,0,PA,64,High School,Divorced,0,6,1
442,2020-04-26,9286,0.13152657159593115,24,578,133884,0.556706469082016,16,Own,Business,1769,8,4,6.0,0.9752114629741515,0,0,IL,46,Bachelor's,Married,4,31,0
443,2022-03-01,6901,0.14390510840877255,60,845,126968,0.23777833506061438,6,Mortgage,Debt Consolidation,1852,6,12,41.0,0.589431483000607,0,0,NY,52,Master's,Widowed,2,31,0
444,2023-02-24,32552,0.05566225488053356,60,550,70110,0.5004047473384162,6,Rent,Credit Card Refinancing,1190,2,12,7.0,0.5226880656466428,0,0,MI,60,Master's,Divorced,3,176,0
445,2023-11-17,26709,0.09200586990325632,12,715,151565,0.5591290839706532,8,Mortgage,Debt Consolidation,789,3,17,23.0,0.673356230383871,0,0,IL,24,High School,Widowed,4,9,0
446,2022-10-09,32055,0.10620761627620566,12,675,102001,0.4015019202149558,12,Rent,Business,1497,12,4,16.0,0.07393039075815655,0,0,MI,60,Bachelor's,Widowed,2,204,0
447,2022-12-17,38685,0.19259200157176115,36,752,59767,0.5015281089455894,19,Rent,Debt Consolidation,1882,7,10,11.0,0.8153541341503657,0,0,TX,59,Bachelor's,Single,2,108,0
448,2021-09-25,9429,0.052298494659623065,24,745,49550,0.4958475496008733,13,Mortgage,Credit Card Refinancing,1929,11,4,45.0,0.6468795433192011,0,0,NY,56,PhD,Married,0,124,0
449,2021-05-27,15716,0.1317554522458264,48,726,164905,0.19657887556048995,15,Mortgage,Debt Consolidation,334,11,20,30.0,0.17119167959052517,0,0,TX,29,PhD,Single,1,238,0
450,2022-03-12,49563,0.23480537408514657,12,605,154042,0.43396223679804236,8,Own,Credit Card Refinancing,742,4,12,11.0,0.6307154211994302,0,0,FL,22,High School,Divorced,3,154,0
451,2023-01-24,12138,0.07237612330982478,48,692,118315,0.14673396845222178,14,Own,Debt Consolidation,1235,4,15,56.0,0.5962079625658703,0,0,NY,26,Bachelor's,Single,4,130,0
452,2023-02-15,36298,0.15328487764372223,48,815,115494,0.35392507156874065,4,Own,Debt Consolidation,1512,5,3,1.0,0.06485298549480056,0,0,FL,48,Bachelor's,Married,2,234,0
453,2021-07-13,24429,0.2073044764781694,24,801,147424,0.18111777407028876,17,Own,Credit Card Refinancing,1531,8,8,11.0,0.2669321978457563,0,0,FL,66,PhD,Widowed,1,4,0
454,2021-05-02,6772,0.23850626150402335,36,535,133855,0.3081747493982159,19,Own,Debt Consolidation,1177,14,11,26.0,0.39094162288928125,0,0,PA,47,PhD,Widowed,2,224,0
455,2023-06-14,49244,0.1993553279067436,24,703,102681,0.5164910373492189,7,Mortgage,Home Improvement,901,14,11,45.0,0.24488852947698014,0,1,IL,64,High School,Divorced,3,220,0
456,2022-06-15,49519,0.19411310972888124,12,766,121489,0.5935839198151022,14,Own,Other,338,7,21,6.0,0.24316168779544078,0,0,OH,47,Bachelor's,Married,3,6,0
457,2023-07-19,36732,0.21529761803915248,48,767,150546,0.25897991582980884,8,Mortgage,Home Improvement,1875,9,2,57.0,0.5729484736974183,0,0,OH,32,High School,Widowed,0,30,0
458,2023-04-27,40905,0.13924024419550873,24,669,48900,0.3659778493915883,18,Own,Other,1418,5,7,57.0,0.470859017060439,0,0,TX,55,PhD,Divorced,3,183,0
459,2021-12-04,18347,0.21116890652356662,24,538,34126,0.35564901218524425,5,Rent,Home Improvement,211,1,22,12.0,0.667292181728008,0,1,NC,62,Master's,Married,3,156,0
460,2021-08-03,17920,0.05159288094909023,24,638,131198,0.577200754915533,3,Own,Other,1211,4,15,52.0,0.9564070871099168,0,0,OH,23,PhD,Married,3,61,0
461,2022-02-28,32822,0.23491221107536098,12,791,99303,0.33929186621638674,10,Rent,Debt Consolidation,1863,6,28,35.0,0.6605560446012119,0,0,OH,42,Bachelor's,Single,1,77,0
462,2022-05-10,47659,0.13866130190343506,36,551,199066,0.44955310269984894,9,Mortgage,Credit Card Refinancing,575,6,3,,0.5820959322825418,0,0,NY,47,High School,Widowed,4,183,0
463,2020-09-03,41108,0.16067603757314952,24,786,87061,0.5608946165542631,2,Own,Credit Card Refinancing,403,9,7,48.0,0.8475594916654977,0,0,MI,33,Bachelor's,Married,4,110,0
464,2023-01-04,24563,0.10097644978297647,12,788,36978,0.28668927976842007,0,Mortgage,Business,1428,10,2,34.0,0.6320731105670357,0,0,TX,30,PhD,Widowed,3,36,0
465,2020-06-02,8967,0.19850616656808429,48,640,76344,0.5510611191226938,11,Own,Other,389,13,4,29.0,0.16556127030880097,0,0,TX,62,PhD,Widowed,4,202,0
466,2023-12-29,46183,0.06532716129504977,60,645,66648,0.5587281109455068,14,Mortgage,Business,307,5,5,30.0,0.31474869945846284,0,0,PA,44,Associate's,Married,3,202,0
467,2022-09-23,12871,0.22452716050936705,12,813,21055,0.5653312519835654,14,Own,Business,967,5,14,16.0,0.7333602826844045,1,0,FL,63,PhD,Widowed,4,133,0
468,2023-01-14,29763,0.21562336580126856,60,683,95582,0.2352230927357132,13,Own,Other,1909,6,4,7.0,0.7383823830270201,0,0,FL,26,Bachelor's,Single,4,157,1
469,2021-11-27,12916,0.09321202324895328,24,651,101214,0.3001777971349793,6,Rent,Credit Card Refinancing,681,11,16,2.0,0.9870087503089592,0,0,CA,30,High School,Divorced,2,100,1
470,2023-08-01,9734,0.21186487965705247,24,700,195948,0.535197954112851,16,Mortgage,Other,469,6,14,58.0,0.6269748784023066,0,0,PA,31,High School,Divorced,1,140,1
471,2023-05-28,34613,0.2072715466122963,12,627,127954,0.2795809121402094,18,Mortgage,Debt Consolidation,319,3,23,9.0,0.8995451880859054,0,0,GA,31,Associate's,Married,2,122,0
472,2022-12-28,29179,0.17644331955078982,60,786,58725,0.40012651646675257,6,Mortgage,Business,1354,6,12,33.0,0.05458031058952706,0,0,GA,35,Bachelor's,Single,2,150,0
473,2022-12-06,36262,0.12470403537993752,24,810,156327,0.15902725363002598,2,Mortgage,Business,901,8,5,21.0,0.5662223448106485,0,0,GA,57,PhD,Divorced,4,59,0
474,2022-10-05,13677,0.10429975083637358,48,752,73380,0.1281374940556204,2,Mortgage,Other,918,12,18,3.0,0.9198480247021956,0,0,IL,31,Master's,Single,0,110,0
475,2020-04-03,19268,0.09635671805787001,36,765,73333,0.3059969947460863,17,Rent,Business,1996,6,6,31.0,0.28724423517819553,0,0,MI,58,High School,Married,0,167,1
476,2022-08-15,13330,0.11372179255272144,36,687,62459,0.3894582662963587,19,Own,Credit Card Refinancing,448,12,22,28.0,0.1548766037942092,0,0,PA,62,Bachelor's,Single,1,130,0
477,2022-10-08,21733,0.23071168868650607,24,729,136518,0.2963495566794707,13,Rent,Business,354,11,26,45.0,0.3505101600967603,0,0,IL,59,Associate's,Married,3,14,0
478,2021-03-28,38947,0.06552815519775626,60,770,56163,0.388867885080421,2,Mortgage,Other,551,5,25,10.0,0.7922361672442688,0,0,FL,69,Master's,Divorced,4,138,0
479,2023-05-12,28286,0.21577425525059174,24,758,185043,0.35754218808589255,6,Mortgage,Credit Card Refinancing,241,3,9,45.0,0.08470081468131563,0,0,FL,43,Bachelor's,Divorced,1,176,0
480,2022-06-30,7610,0.11977801500836471,60,798,104730,0.44285361464303796,6,Own,Credit Card Refinancing,1192,1,22,12.0,0.6003386583690844,0,0,FL,44,PhD,Divorced,2,64,0
481,2020-08-05,7430,0.15431987920227164,48,697,39476,0.4247662155326949,4,Rent,Business,188,5,25,58.0,0.13563160584427647,0,0,FL,37,High School,Divorced,4,131,0
482,2021-04-18,40922,0.20889712672969815,60,822,88580,0.31212285160329,2,Own,Other,970,6,11,3.0,0.43553244154724624,0,0,PA,32,PhD,Widowed,2,72,0
483,2021-03-07,14828,0.22687530940459427,24,555,125576,0.31249762020993166,17,Own,Business,1259,14,8,1.0,0.9659770015516557,0,0,PA,68,Associate's,Single,1,188,0
484,2020-12-06,43913,0.1189562840145294,48,818,106593,0.170389170006116,14,Rent,Debt Consolidation,1778,6,18,33.0,0.1951442698468865,0,0,IL,56,High School,Single,0,209,1
485,2021-07-04,32497,0.14236869625502208,12,702,129071,0.35661928604822957,19,Own,Debt Consolidation,1974,14,29,42.0,0.034016548846032335,0,0,NC,69,Master's,Single,1,196,0
486,2023-08-05,40256,0.13290321296335847,36,770,134832,0.3935895640678484,13,Rent,Credit Card Refinancing,1822,6,8,21.0,0.42720333897804263,0,0,GA,41,High School,Married,4,21,0
487,2023-07-01,37618,0.05265020670078211,24,608,158579,0.3382446986769131,3,Rent,Business,622,3,28,4.0,0.5776955876901549,0,0,MI,58,PhD,Divorced,4,94,0
488,2020-12-22,47332,0.10918857777173133,24,615,163190,0.2628536675434995,7,Mortgage,Debt Consolidation,759,4,25,8.0,0.29751773503139467,0,0,PA,62,Bachelor's,Divorced,3,147,0
489,2020-01-23,27526,0.14183784674651237,24,591,88682,0.46082427212586796,12,Own,Home Improvement,1050,3,20,19.0,0.5417680033766924,0,0,NC,26,Bachelor's,Widowed,0,79,0
